Gloss,Class (Bowern 2007),Portuguese,Spanish,French,Korlai,Source Korlai,Daman,Source Daman,Diu,Source Diu,Sri Lanka PT,Source Sri Lanka PT,Kannur,Source Kannur,Malacca,Source Malacca,Macao,Source Macau,Tugu/Batavia,Source Tugu/Batavia,Santiago CV,Source Santiago CV,Santo Antão CV,Source Santo Antão CV,São Vicente CV,Source São Vicente CV,Fogo CV,Source Fogo CV,Brava CV,Source Brava CV,Santome,Source Santome CV,Fá d'Ambô,Source Fá d'Ambô,Principense,Source Principense,Angolar,Source Angolar,Guinea Bissau,Source Guinea Bissau,Casamancese,Source Casamancese,Papiamento,Source Papiamento,Palenquero,Source Palenquero,Cavite Chabacano,Source Cavite Chabacano,Ternate Chabacano,Source Ternate Chabacano,Zamboanga Chabacano,Source Zamboanga Chabacano,Karipuna,Source Karipuna,Guianese,Source Guianese,Louisiana,Source Louisiana,Haitian,Source Haitian,Guadeloupean,Source Guadeloupean,Martinican,Source Martinican,Saint Lucian,Source Saint Lucian,Mauritian,Source Mauritian,Réunionese,Source Réunionese,Seychellois,Source Seychellois
squeeze,transfer,ɨʃpɾɨmeɾ,apretar,seʁe,ispərme,Clements2011,iʃprəme,Clements2011,,,ispɾome,Callaway1820,,,bakwa,BaxterSilva2004,katʃipia̹,FernandesBaxter2001,,,spɾemi,Quint1998,ʃpreme,Baptista2014,ʃpɾeme,Baptista2019,spɾeme,Baptista2019,spɾeme,Baptista2019,pleme,AraujoHagemeijer2013,peːta,Cosme2014,peme,Araujo2012,pɛta,Cosme2014,peɾmi,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,mpeɾta,Biagui2012,pɾimi,JacobsHoyer2018,,,ispɾimi,Diccionario2008,tʃaka,Ocampo1947,,,sehe,Tobler 1987,seʁe,Barthèlemi 2007,kwẽse,Valdman et al. 1999,seɣe,Wittmann 1973,seɣe,Barbotin & Tourenux 2000,seɣe,Confiant 2007,sewe,Mondesir 1992,seɣe,Wittmann 1973,,,pɣese,"Michaelis, Rosalie & Muhme 2009"
stab,impact,ʃfɐkjaɾ,apuñalar,pwaɲaʁde,fuɾa,Clements2012,fuɾa,Clements2012,fuɾa,Clements2012,fiɾi,Clements2012,tʃutʃɛ,Clements2012,fizga,BaxterSilva2004,fakia̹,FernandesBaxter2001,,,dɐ ku fakɐ,Baptista2019,ʃfkja,Baptista2019,da d fakɐ,Baptista2019,dɐ ku fakɐ,Baptista2019,dɐ ku fakɐ,Baptista2019,dafaka,AraujoHagemeijer2013,,,,,,,puɲɛlɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,hinka,JacobsHoyer2018,,,,,,,sagsag,Camins1999,,,pike,Barthèlemi 2007,pike,Valdman et al. 1999,fut jun ku d kuto,Wittmann 1973,pɛse,Barbotin & Tourenux 2000,pice,Confiant 2007,pɔ̃jade,Mondesir 1992,pwagnaɣde,Wittmann 1973,,,pike,"Michaelis, Rosalie & Muhme 2009"
stand,motion,ʃtaɾẽpɛ,"levantarse, estar de pie",sələve,ipetɛ,Clements2012,fikaimpe,Clements2012,ẽpe,Clements2012,impɛ,Clements2012,impɛ,Clements2012,impe,BaxterSilva2004,empe,FernandesBaxter2001,empe,Maurer2011,lɐbɐ̃tɐ,Quint1998,lvãnta,Baptista2014,levɐ̃ta,Baptista2019,sɐke,Tavares2020,sɐke,Baptista2019,mũdʒa,AraujoHagemeijer2013,lããːta,Cosme2014,mũdja,Araujo2012,lata,Cosme2014,jɐ̃dɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,sikidu,Biagui2012,paɾa,Quint2000,ta,Mercado2026,libanta,Diccionario2008,libanta,Sippola2011,libanta,DeCastro2019,leve,Tobler 1987,leve,Barthèlemi 2007,kãpe,Valdman et al. 1999,kãpe,Wittmann 1973,leve,Barbotin & Tourenux 2000,leve,Confiant 2007,dubut,Frank 2001,dibute,Wittmann 1973,debute,Baker 1982,ɟibut,Baker 1982
star,environment,ʃtɾelɐ,estrella,etwal,istɾel,Clements2011,istɾel,Clements2011,istɾel,Clements2012,istɾɛːla,Clements2012,ɪstɾɛlə,Clements2012,strela,BaxterSilva2004,estɾela,FernandesBaxter2001,istɾela,Maurer2011,stɾɛla,Quint1998,ʃtɾelɐ,Baptista2014,ʃtɾela,Baptista2019,stɾela,Baptista2019,stɾela,Baptista2019,ʃtlɛlɐ,Bandeira2017,tɛːla,Bandeira2017,ʃtɛlɐ,Araujo2012,tetẽbu,Bandeira2017,ʃtrelɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,stɾea,Quint2000,abaleŋga,Mercado2026,estɾelja,Diccionario2008,estɾelja,Sippola2011,istɾeʎa,DeCastro2019,zɛtwɛl,Tobler 1987,zetwɛl,Barthèlemi 2007,etwal,Valdman et al. 1999,etwal,Wittmann 1973,zetwɛl,Barbotin & Tourenux 2000,zetwal,Confiant 2007,etwal,Frank 2001,zetwal,Wittmann 1973,zetwal,Baker 1982,zetwal,Baker 1982
stick,environment,paw,palo,bɑtɔ̃,paw,Clements2011,paw,Clements2011,paw,Clements2012,paːʋ,Clements2012,kanə,Clements2012,paw,BaxterSilva2004,pau,FernandesBaxter2001,paw,Maurer2011,pɔ,Quint1998,ʃpet,Baptista2019,paw,Baptista2019,po,Baptista2019,po,Baptista2019,pɔ,AraujoHagemeijer2013,buːdã,HagemeijerMaurer-CecchiniSegorbe2020,upa,Araujo2012,pɔ,Cosme2014,pɔ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,po,Biagui2012,palu,Quint2000,palo,Dieck2000,kanja,Escalante2005,palu,Sippola2011,palitu,DeCastro2019,batõ,Tobler 1983,batõ,Barthèlemi 2007,batõ,Valdman et al. 1999,batõ,Wittmann 1973,batɔ̃,Barbotin & Tourenux 2000,bwa,Confiant 2007,batɔ̃,Mondesir 1992,batõ,Wittmann 1973,,,batɔ̃,"Michaelis, Rosalie & Muhme 2009"
stone,environment,pɛdɾɐ,piedra,pjɛʁ,pɛd,Clements2011,pɛd,Clements2011,pɛd,Clements2012,pɛːdɾa,Clements2012,pædɾə,Clements2012,pedra,BaxterSilva2004,pedɾa,FernandesBaxter2001,pedɾa,Maurer2011,pɛdɾɐ,Quint1998,pɛdɾa,Baptista2019,pɛdɾɐ,Baptista2019,pedɾa,Baptista2019,pedɾa,Baptista2019,budu,Bandeira2017,budu,Bandeira2017,ubudu,Araujo2012,budu,Bandeira2017,pɛdɾɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pedɾa,Biagui2012,pjeda,Quint2000,pjedɾa,Schwegler2000,pjedɾa,Diccionario2008,pjedɾa,Sippola2011,pjedɾa,DeCastro2019,hɔʃ,Tobler 1983,ʁɔʃ,Barthèlemi 2007,kaju,Valdman et al. 1999,ɣoʃ,Wittmann 1973,ɣoʃ,Barbotin & Tourenux 2000,ɣoʃ,Confiant 2007,pjɛ,Frank 2001,ɣos,Wittmann 1973,ʀɔs,Baker 1982,ɣos,Baker 1982
straight,adjective,diɾejtu,recto,dʁwa,dɾɛtuɾ,Clements2011,dɾet,Clements2011,dɾet,Clements2012,dɾeːtu,Clements2012,dɾɛtə,Clements2012,stretu,BaxterSilva2004,,,luɾus,Maurer2011,ɾetu,Baptista2019,ɾet,Baptista2019,ɾet,Baptista2019,ɾetu,Baptista2019,ɾetu,Baptista2019,dletu,Bandeira2017,deːtu,Bandeira2017,deːtu,Araujo2012,deːtu,Bandeira2017,diɾitu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,diɾɛkt,JacobsHoyer2018,,,deɾetʃu,Diccionario2008,deɾetʃu,Sippola2011,deɾetʃu,DeCastro2019,dhɛt,Tobler 1983,dʁɛt,Barthèlemi 2007,dɾwat,Valdman et al. 1999,dwat,Wittmann 1973,dwɛt,Barbotin & Tourenux 2000,dwɛt,Confiant 2007,dwet,Mondesir 1992,dɣwat,Wittmann 1973,,,tu dɣwat,"Michaelis, Rosalie & Muhme 2009"
suck,body verb,ʃupaɾ,chupar,syse,mamada,Clements2012,tʃupa,Clements2011,,,tʃupaː,Clements2012,tʃupɛ,Clements2012,tʃupa,BaxterSilva2004,tʃupa,FernandesBaxter2001,tʃupa,Maurer2011,tʃupɐ,Quint1998,tʃpa,Baptista2019,tʃpa,Baptista2019,tʃupɐ,Baptista2019,tʃupa,Baptista2019,supa,Bandeira2017,supa,Bandeira2017,supa,Araujo2012,θupa,Bandeira2017,tʃupa,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,cupa,Biagui2012,tʃupa,JacobsHoyer2018,,,tʃupa,Diccionario2008,mama,Ocampo1947,mama,DeCastro2019,suse,Tobler 1983,suse,Barthèlemi 2007,sise,Valdman et al. 1999,suse,Wittmann 1973,sise,Barbotin & Tourenux 2000,sise,Confiant 2007,suse,Mondesir 1992,suse,Wittmann 1973,,,sise,"Michaelis, Rosalie & Muhme 2009"
sun,environment,sɔl,sol,sɔlɛj,sɔl,Clements2011,sɔl,Clements2011,sɔl,Clements2012,sɔːl,Clements2012,sɔl,Clements2012,sol,BaxterSilva2004,sɔl,FernandesBaxter2001,,,sol,Quint1998,sol,Baptista2019,sol,Baptista2019,sol,Baptista2019,sol,Baptista2019,sɔlɔ,Bandeira2017,sɔlɔ,Bandeira2017,usɔlu,Araujo2012,θɔlɔ,Bandeira2017,sɔl,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,sol,Biagui2012,solo,Quint2000,so,Dieck2002,sol,Diccionario2008,sol,Sippola2011,sol,DeCastro2019,solej,Tobler 1983,solej,Barthèlemi 2007,solej,Valdman et al. 1999,solɛj,Wittmann 1973,solɛj,Barbotin & Tourenux 2000,solɛj,Confiant 2007,sɔlɛj,Frank 2001,solej,Wittmann 1973,solɛj,Baker 1982,solej,Baker 1982
swell,human verb,ĩʃaɾ,hincharse,ɡɔ̃fle,itʃa,Clements2012,intʃa,Clements2012,ĩtʃa,Clements2012,intʃa,Clements2012,intʃə,Clements2012,fikaintʃadu,BaxterSilva2004,,,,,ĩtʃɐ,Quint1998,ĩtʃa,Baptista2019,ĩtʃa,Baptista2019,ĩtʃɐ,Baptista2019,ĩtʃɐ,Baptista2019,fuma,AraujoHagemeijer2013,fuma,HagemeijerMaurer-CecchiniSegorbe2020,fuma,Araujo2012,fuma,Cosme2014,ĩguli,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,intʃa,JacobsHoyer2018,,,intʃa,Diccionario2008,intʃaw,Ocampo1947,intʃa,Camins1999,ghõfle,Tobler 1983,gõfle,Barthèlemi 2007,gõfle,Valdman et al. 1999,ãfle,Wittmann 1973,ãfle,Barbotin & Tourenux 2000,ãfle,Confiant 2007,ãfle,Mondesir 1992,ãfle,Wittmann 1973,,,,"Michaelis, Rosalie & Muhme 2009"
swim,motion,nɐdaɾ,nadar,naʒe,nada,Clements2011,nada,Clements2011,nada,Clements2012,nada,Callaway1820,,,nada,BaxterSilva2004,nada̹,FernandesBaxter2001,nada,Maurer2011,nadɐ,Quint1998,nɐda,Baptista2014,nada,Baptista2019,nɐdɐ,Tavares2020,nadɐ,Baptista2019,lɐ̃da,Bandeira2017,laːnta,HagemeijerMaurer-CecchiniSegorbe2020,lɐ̃da,Araujo2012,lɐ̃da,Bandeira2017,nadɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,nada,Biagui2012,landa,Quint2000,,,nada,Diccionario2008,nada,Sippola2011,nada,DeCastro2019,naʒe,Tobler 1987,naʒe,Barthèlemi 2007,naʒe,Valdman et al. 1999,naʒe,Wittmann 1973,naʒe,Barbotin & Tourenux 2000,naʒe,Confiant 2007,naʒe,Frank 2001,naze,Wittmann 1973,nazɛ,Baker 1982,nazɛɛ,Baker 1982
tail,animal product,kawdɐ,cola,kø,ɾʰab,Clements2011,ʀab,Clements2012,ɾab,Clements2012,ɾaʋ,Clements2012,ɾabə,Clements2012,rabu,BaxterSilva2004,rabu,FernandesBaxter2001,ɾabu,Maurer2011,ɾabu,Quint1998,ɾɔb,Baptista2019,ɾɔb,Baptista2019,ɾabu,Tavares2020,ɾabu,Baptista2019,labu,AraujoHagemeijer2013,labu,Bandeira2017,urabu,Araujo2012,labu,Bandeira2017,,,rabu,Biagui2012,ɾabu,Quint2000,labo,Schwegler2000,rabu,Diccionario2008,rabu,Sippola2011,rabu,Camins1999,laʃo,Tobler 1983,tʃo,Barthèlemi 2007,ke,Valdman et al. 1999,ke,Wittmann 1973,lace,Barbotin & Tourenux 2000,lace,Confiant 2007,laʧe,Mondesir 1992,lake,Wittmann 1973,lake,Baker 1982,lake,Baker 1982
that,pro,ɐkilu,"ese, aquel",səla,akə,Clements2011,akel,Clements2011,ikəl,Clements2012,aka,Clements2012,akəl,Clements2012,ki,BaxterSilva2004,akuŋa,FernandesBaxter2001,akelu,Maurer2011,kel la,Quint1998,kel,Baptista2014,kel,Baptista2019,kella,Tavares2020,kel,Baptista2019,ke,AraujoHagemeijer2013,ʃiki,HagemeijerMaurer-CecchiniSegorbe2020,ki,Araujo2012,,,kelɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kella,Biagui2012,esei,JacobsHoyer2018,ake,Schwegler2013,akel,Diccionario2008,kalja,Sippola2011,akel,DeCastro2019,sa,Tobler 1983,sa,Barthèlemi 2007,sa,Valdman et al. 1999,sila,Wittmann 1973,sa,Barbotin & Tourenux 2000,lotla,Confiant 2007,se,Mondesir 1992,sa,Wittmann 1973,sa,Baker 1982,sa,Baker 1982
there,pro,ɐli,ahí,la,ali,Clements2011,ali,Clements2011,ali,Clements2012,alaː,Clements2012,ali,Clements2012,nali,BaxterSilva2004,ali,FernandesBaxter2001,ala,Maurer2011,la,Quint1998,la,Baptista2019,la,Baptista2019,la,Baptista2019,la,Baptista2019,ala,Bandeira2017,ala,HagemeijerMaurer-CecchiniSegorbe2020,la,Araujo2012,la,Bandeira2017,la,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,la,Biagui2012,aja,Quint2000,aja,Green2002,alja,Diccionario2008,aji,Sippola2011,aʎa,DeCastro2019,la,Tobler 1983,la,Barthèlemi 2007,la,Valdman et al. 1999,la,Wittmann 1973,la,Barbotin & Tourenux 2000,la,Confiant 2007,la,Mondesir 1992,laba,Wittmann 1973,,,la,"Michaelis, Rosalie & Muhme 2009"
they,pro,eɫɨʃ,"ellos, ellas","il, ɛl",elo,Clements2011,elz,Clements2011,elz,Clements2012,etus,Clements2012,olot,Clements2012,olotu,BaxterSilva2004,olotɾu,FernandesBaxter2001,dʒenti aka,Maurer2011,es,Quint1998,eʃ,Baptista2014,es,Baptista2019,es,Baptista2019,ezi,Baptista2019,ine,Bandeira2017,ɛnɛ,Bandeira2017,inɛ,Araujo2012,ɛnɛ,Bandeira2017,elis,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ɟelus,Biagui2012,nan,Jacobs2012,ane,Schwegler2000,ilus,Diccionario2008,lotɾu,Sippola2011,sila,DeCastro2019,je,Tobler 1983,je,Barthèlemi 2007,je,Valdman et al. 1999,jo,Wittmann 1973,jo,Barbotin & Tourenux 2000,jo,Confiant 2007,jo,Mondesir 1992,zot,Wittmann 1973,zotla,Stein 1984,zot,"Michaelis, Rosalie & Muhme 2009"
thick,adjective,gɾosu,grueso,epɛ,gɾos,Clements2011,gɾos,Clements2011,gɾos,Clements2012,gɾoːsu,Clements2012,gɾosə,Clements2012,grosu,BaxterSilva2004,gɾo̹so,FernandesBaxter2001,tebal,Maurer2011,gɾɔs,Quint1998,gɾos,Baptista2019,gɾos,Baptista2019,gɾɔs,Baptista2019,gɾosu,Baptista2019,glɔsu,AraujoHagemeijer2013,gɔːsu,HagemeijerMaurer-CecchiniSegorbe2020,gɔsu,Araujo2012,nɛtaɾu,Cosme2014,gɾɔs,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,gɾos,Biagui2012,goɾdo,JacobsHoyer2018,entutanaw,Mercado2026,gɾwesu,Diccionario2008,gɾwesu,Ocampo1947,gɾwesu,DeCastro2019,pɛs,Tobler 1987,epɛs,Barthèlemi 2007,epe,Valdman et al. 1999,epe,Wittmann 1973,epe,Barbotin & Tourenux 2000,epe,Confiant 2007,epe,Mondesir 1992,epe,Wittmann 1973,,,epe,"Michaelis, Rosalie & Muhme 2009"
thin,adjective,finu,"delgado, flaco",mɛ̃s,ɾʱal,Clements2012,ʀal,Clements2012,fin,Clements2012,finu,Clements2012,finə,Clements2012,finu,BaxterSilva2004,magɾu,FernandesBaxter2001,magɾi,Maurer2011,finu,Quint1998,fin,Baptista2019,fin,Baptista2019,finu,Baptista2019,finu,Baptista2019,dlɛgadu,AraujoHagemeijer2013,dɛːgadu,HagemeijerMaurer-CecchiniSegorbe2020,finu,Araujo2012,mɐ̃gu,Bandeira2017,,,dalgadu,Biagui2012,delega,JacobsHoyer2018,ɾeggaw,Schwegler2000,pinu,Diccionario2008,plaku,Ocampo1947,pinu,DeCastro2019,mɛg,Tobler 1983,mɛg,Barthèlemi 2007,fẽ,Valdman et al. 1999,mẽs,Wittmann 1973,fɛ̃,Barbotin & Tourenux 2000,fɛ̃,Confiant 2007,mɛ̃s,Mondesir 1992,mẽs,Wittmann 1973,mɛg,Staudacher-Valliamee 2001,mɛ̃s,"Michaelis, Rosalie & Muhme 2009"
think,perception verb,pẽsaɾ,pensar,pɑ̃se,ʋitʃaɾhedze,Clements2012,pensa,Clements2012,pẽsa,Clements2012,lembɾa,Clements2012,lembɾa,Clements2012,pensa,BaxterSilva2004,rena̜,FernandesBaxter2001,lembɾa,Maurer2011,pẽsɐ,Quint1998,pẽnsa,Baptista2019,pẽsa,Swolkien2015,pẽsɐ,Baptista2019,pẽsɐ,Baptista2019,pɛ̃sa,AraujoHagemeijer2013,pẽsa,HagemeijerMaurer-CecchiniSegorbe2020,pẽsa,Araujo2012,pɛ̃θa,Cosme2014,lẽbɾa,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,pensa,JacobsHoyer2018,pensa,Dieck2000,pinsa,Diccionario2008,pensa,Sippola2011,pensa,DeCastro2019,maʒine,Tobler 1983,pãse,Barthèlemi 2007,ʒõŋgle,Valdman et al. 1999,pãse,Wittmann 1973,sɔ̃ʒe,Barbotin & Tourenux 2000,sɔ̃ʒe,Confiant 2007,pãse,Mondesir 1992,mazine,Wittmann 1973,mazine,Staudacher-Valliamee 2001,pãse,"Michaelis, Rosalie & Muhme 2009"
this,pro,iʃtu,este,səsi,je,Clements2012,es,Clements2012,es,Clements2012,isti,Clements2012,isti,Clements2012,isti,BaxterSilva2004,istuŋa,FernandesBaxter2001,esta,Maurer2011,kel li,Quint1998,kel ei,Baptista2019,es,Swolkien2015,kel li,Tavares2020,kel li,Baptista2019,isaki,AraujoHagemeijer2013,isala,HagemeijerMaurer-CecchiniSegorbe2020,,,,,ɛs,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,es,Biagui2012,esaki,JacobsHoyer2018,ese,Schwegler2000,este,Diccionario2008,esti,Sippola2011,esti,DeCastro2019,sa,Tobler 1983,sa,Barthèlemi 2007,sa,Valdman et al. 1999,sa,Wittmann 1973,si,Barbotin & Tourenux 2000,tala,Confiant 2007,sala,Frank 2001,sa,Wittmann 1973,sa,Baker 1982,sa,Baker 1982
three,quant,tɾeʃ,tres,tʁwɑ,tɾej,Clements2011,tɾej,Clements2011,tɾej,Clements2012,tɾeːs,Clements2012,tɾesə,Clements2012,tres,BaxterSilva2004,tɾes,FernandesBaxter2001,tɾes,Maurer2011,tɾɛs,Quint1998,tɾes,Baptista2019,tɾes,Baptista2019,tɾes,Baptista2019,tɾes,Baptista2019,tleʃi,Bandeira2017,teːʃi,Bandeira2017,teːʃi,Araujo2012,teːʃi,Bandeira2017,tɾes,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,tres,Biagui2012,tɾes,JacobsHoyer2018,tɾes,Schwegler2000,tɾes,Diccionario2008,tɾes,Sippola2011,,,thwa,Tobler 1983,tʁwa,Barthèlemi 2007,tɾwa,Valdman et al. 1999,,,twa,Barbotin & Tourenux 2000,twa,Confiant 2007,twa,,tɣwa,Wittmann 1973,tʀwa,Stein 1984,tɣwa,"Michaelis, Rosalie & Muhme 2009"
throw,transfer,lɐ̃saɾ,"tirar, arrojar","ʒəte, lɑ̃se",atɾa,Clements2012,atɾa,Clements2012,atəɾa,Clements2012,pint̠ʃaː,SilvaTrigo2022,,,pintʃa,BaxterSilva2004,atiɾa̜,FernandesBaxter2001,pintʃa,Maurer2011,djɐ,Quint1998,ɾemesa,Baptista2019,bta,Swolkien2015,botɐ,Baptista2019,botɐ,Baptista2019,zuga,AraujoHagemeijer2013,zugwa,HagemeijerMaurer-CecchiniSegorbe2020,zuga,Araujo2012,ðuga,Cosme2014,mɐ̃da,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,bota,Biagui2012,tiɾa,JacobsHoyer2018,etʃa,Schwegler2013,buta,Diccionario2008,tiɾa,Sippola2011,buta,DeCastro2019,ʒite,Tobler 1983,,,gaɾoche,Valdman et al. 1999,ʒəte,Wittmann 1973,laɟe atɛ,Barbotin & Tourenux 2000,ʒete,Confiant 2007,ʒete,Mondesir 1992,zete,Wittmann 1973,,,zete,"Michaelis, Rosalie & Muhme 2009"
tie,transfer,ɐmɐʀaɾ,atar,lje,mhaɾa,Clements2011,maʀa,Clements2011,aməɾa,Clements2012,maɾaː,Clements2012,maɾɛ,Clements2012,mara,BaxterSilva2004,maɾa̹,FernandesBaxter2001,maɾa,Maurer2011,maɾɐ,Quint1998,mɐɾa,Baptista2019,maɾa,Baptista2019,maɾɐ,Baptista2019,maɾɐ,Baptista2019,mala,Bandeira2017,mala,Bandeira2017,mara,Araujo2012,maː,Bandeira2017,mara,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,maɾa,JacobsHoyer2018,mala,Schwegler2000,amara,Diccionario2008,maʰra,Sippola2011,amaʰra,DeCastro2019,mahe,Tobler 1983,maʁe,Barthèlemi 2007,amaɾe,Valdman et al. 1999,maɾẽ,Wittmann 1973,ljãne,Barbotin & Tourenux 2000,maɣe,Confiant 2007,ataʃe,Mondesir 1992,amaɣe,Wittmann 1973,,,ãmaɣe,"Michaelis, Rosalie & Muhme 2009"
tongue,body part,lĩgwɐ,lengua,lɑ̃ɡ,liŋ,Clements2012,liŋ,Clements2012,liŋ,Clements2012,lingu,Clements2012,lingə,Clements2012,liŋgu,BaxterSilva2004,liŋgu,FernandesBaxter2001,liŋgu,Maurer2011,lĩgwɐ,Quint1998,lĩŋgɐ,Baptista2014,lĩŋgɐ,Baptista2019,lĩgwɐ,Tavares2020,lĩgwɐ,Baptista2019,lũgwa,AraujoHagemeijer2013,lũŋga,Bandeira2017,lũgɛ,Araujo2012,lũga,Bandeira2017,lĩgwɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,leŋa,Quint2000,leŋgwa,Schwegler2000,leŋgwa,Diccionario2008,leŋgwa,Sippola2011,leŋgwa,DeCastro2019,laŋ,Tobler 1983,laŋ,Barthèlemi 2007,lalãŋg,Valdman et al. 1999,lãg,Wittmann 1973,lãg,Barbotin & Tourenux 2000,laŋ,Confiant 2007,lãŋ,Frank 2001,lalãŋ,Wittmann 1973,lãg,Baker 1982,lalã,Baker 1982
tooth,body part,dẽtɨ,diente,dɑ̃,dɛ̃t,Clements2011,dent,Clements2011,dẽt,Clements2012,deːnti,Clements2012,denti,Clements2012,denti,BaxterSilva2004,dente,FernandesBaxter2001,denti,Maurer2011,dẽti,Quint1998,dẽnt,Baptista2019,dẽt,Baptista2019,dẽti,Baptista2019,dẽti,Baptista2019,dẽtʃi,Bandeira2017,dẽntʃi,Bandeira2017,idɛ̃tʃɪ,Araujo2012,detʃɪ,Bandeira2017,dĩti,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,dinti,Biagui2012,dʒente,Quint2000,ɾjende,Moñino2002,djenti,Diccionario2008,djenti,Sippola2011,djenti,DeCastro2019,dã,Tobler 1983,,,dã,Valdman et al. 1999,dã,Wittmann 1973,dã,Barbotin & Tourenux 2000,dã,Confiant 2007,dã,Frank 2001,ledã,Wittmann 1973,dã,Baker 1982,ledã,Baker 1982
tree,environment,aɾvuɾɨ,árbol,aʁbʁ,alb,Clements2011,aɾʋ,Clements2011,aɾʋ,Clements2012,aːlʋɾi,Clements2012,alʋɾi,Clements2012,albi,BaxterSilva2004,a̜ɾvɾe,FernandesBaxter2001,albəɾ,Maurer2011,aɾvi,Quint1998,aɾv,Baptista2019,aɾv,Baptista2019,aɾvi,Baptista2019,aɾvi,Baptista2019,aluvu,AraujoHagemeijer2013,opa,HagemeijerMaurer-CecchiniSegorbe2020,upa,Araujo2012,,,arvorɪ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,po,Biagui2012,palu,Quint2000,palo,Schwegler2000,ponuo,Diccionario2008,ponu,Sippola2011,ponu,DeCastro2019,pjebwa,Tobler 1983,bwa,Barthèlemi 2007,bwa,Valdman et al. 1999,pjebwa,Wittmann 1973,pjebwa,Barbotin & Tourenux 2000,pjebwa,Confiant 2007,pjebwa,Frank 2001,pje,Wittmann 1973,pje,Baker 1982,pje,Baker 1982
turn,motion,viɾaɾ,"girar, dar una vuelta",tuʁne,ʋiɾahedze,Clements2012,ʋiɾa,Clements2012,ʋiɾa,Clements2012,ʋiɾa,Clements2012,ʋiɾə,Clements2012,bira,BaxterSilva2004,viɾa̜,FernandesBaxter2001,biɾa,Maurer2011,biɾɐ,Quint1998,vɾa,Baptista2019,vɾa,Baptista2019,biɾa,Baptista2019,biɾa,Baptista2019,bila,AraujoHagemeijer2013,vla,HagemeijerMaurer-CecchiniSegorbe2020,vja,Araujo2012,bila,Cosme2014,viɾɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,bida,Biagui2012,biɾa,JacobsHoyer2018,ɾia,Mercado2026,biɾa,Diccionario2008,biɾa,Sippola2011,biɾa,DeCastro2019,vihe,Tobler 1983,viʁe,Barthèlemi 2007,tuɾne,Valdman et al. 1999,tũnẽ,Wittmann 1973,tunɛ̃,Barbotin & Tourenux 2000,tunɛ̃,Confiant 2007,tune,Mondesir 1992,viɣe,Wittmann 1973,tuʀne,Stein 1984,viɣe,"Michaelis, Rosalie & Muhme 2009"
